id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	microglia_1|microglia_1	microglia_1|microglia_2	microglia_1|microglia_3	microglia_1|microglia_4	microglia_1|microglia_5	microglia_1|microglia_6	microglia_1|microglia_8	microglia_1|microglia_9	microglia_1|oligos_7	microglia_1|opcs_2	microglia_1|opcs_9	microglia_2|microglia_1	microglia_2|microglia_2	microglia_2|microglia_3	microglia_2|microglia_4	microglia_2|microglia_5	microglia_2|microglia_6	microglia_2|microglia_8	microglia_2|microglia_9	microglia_2|oligos_7	microglia_2|opcs_2	microglia_2|opcs_9	microglia_3|microglia_1	microglia_3|microglia_2	microglia_3|microglia_3	microglia_3|microglia_4	microglia_3|microglia_5	microglia_3|microglia_6	microglia_3|microglia_8	microglia_3|microglia_9	microglia_3|oligos_7	microglia_3|opcs_2	microglia_3|opcs_9	microglia_4|microglia_1	microglia_4|microglia_2	microglia_4|microglia_3	microglia_4|microglia_4	microglia_4|microglia_5	microglia_4|microglia_6	microglia_4|microglia_8	microglia_4|microglia_9	microglia_4|oligos_7	microglia_4|opcs_2	microglia_4|opcs_9	microglia_5|microglia_1	microglia_5|microglia_2	microglia_5|microglia_3	microglia_5|microglia_4	microglia_5|microglia_5	microglia_5|microglia_6	microglia_5|microglia_8	microglia_5|microglia_9	microglia_5|oligos_7	microglia_5|opcs_2	microglia_5|opcs_9	microglia_6|microglia_1	microglia_6|microglia_2	microglia_6|microglia_3	microglia_6|microglia_4	microglia_6|microglia_5	microglia_6|microglia_6	microglia_6|microglia_8	microglia_6|microglia_9	microglia_6|oligos_7	microglia_6|opcs_2	microglia_6|opcs_9	microglia_8|microglia_1	microglia_8|microglia_2	microglia_8|microglia_3	microglia_8|microglia_4	microglia_8|microglia_5	microglia_8|microglia_6	microglia_8|microglia_8	microglia_8|microglia_9	microglia_8|oligos_7	microglia_8|opcs_2	microglia_8|opcs_9	microglia_9|microglia_1	microglia_9|microglia_2	microglia_9|microglia_3	microglia_9|microglia_4	microglia_9|microglia_5	microglia_9|microglia_6	microglia_9|microglia_8	microglia_9|microglia_9	microglia_9|oligos_7	microglia_9|opcs_2	microglia_9|opcs_9	oligos_7|microglia_1	oligos_7|microglia_2	oligos_7|microglia_3	oligos_7|microglia_4	oligos_7|microglia_5	oligos_7|microglia_6	oligos_7|microglia_8	oligos_7|microglia_9	oligos_7|oligos_7	oligos_7|opcs_2	oligos_7|opcs_9	opcs_2|microglia_1	opcs_2|microglia_2	opcs_2|microglia_3	opcs_2|microglia_4	opcs_2|microglia_5	opcs_2|microglia_6	opcs_2|microglia_8	opcs_2|microglia_9	opcs_2|oligos_7	opcs_2|opcs_2	opcs_2|opcs_9	opcs_9|microglia_1	opcs_9|microglia_2	opcs_9|microglia_3	opcs_9|microglia_4	opcs_9|microglia_5	opcs_9|microglia_6	opcs_9|microglia_8	opcs_9|microglia_9	opcs_9|oligos_7	opcs_9|opcs_2	opcs_9|opcs_9
CPI-SS08877A081	LGALS9_COLEC12	simple:O00182	simple:Q5KU26	ENSG00000168961	ENSG00000158270	True	False	True	InnateDB-All	False	0.132				1.036				2.856							1.015				2.835							1.032				2.852							1.089				2.91							1.131				2.951							1.083				2.904							2.586				4.406							1.387				3.207																																				
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ENSG00000012779	ENSG00000132965	False	False	False	guidetopharmacology.org	False	0.132	1.662	1.957	1.562		1.722			1.804																																																1.653	1.948			1.713			1.795															1.818	2.113	1.718		1.878	1.699	1.672	1.959																																				
CPI-CS073233FCC	ACVR_1A2A receptor_INHBB	complex:ACVR_1A2A receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	0.132										0.128	0.142										0.12	0.134										0.15	0.165										0.112	0.126										0.121	0.135										0.116	0.13										0.106	0.12										0.113	0.127																																	
CPI-SS03105D292	CSF1_SLC7A1	simple:P09603	simple:P30825	ENSG00000184371	ENSG00000139514	True	False	True	I2D	False	0.132		0.445											0.523											0.503										1.635	1.72	1.583		1.549	1.546	1.617	1.536			1.473		0.562											0.473										0.526	0.612					0.509																																																
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	ENSG00000182580	ENSG00000090776	False	True	False	curated	False	0.132																																																																																																				0.199	0.187	0.201	0.147	0.185	0.191	0.168				0.141	0.199	0.187	0.201	0.147	0.184	0.191	0.167				0.141
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	ENSG00000154928	ENSG00000090776	False	True	False	curated	False	0.132																							0.175	0.163	0.177	0.123	0.161	0.167	0.143				0.117																																																								0.697	0.685	0.699	0.645	0.682	0.689	0.665				0.639																						
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	ENSG00000198719	ENSG00000134250	False	False	True	curated	False	0.132																																																																																																				0.301	0.252	0.249	0.361	0.264	0.282	0.267	0.561				0.332	0.283	0.28	0.392	0.295	0.313	0.298	0.592			
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	ENSG00000019582	ENSG00000240972	True	True	False	I2D,InnateDB-All	False	0.132				4.987											4.998											4.991									2.251		5.057											5.015											5.009											5.034								2.367	2.704	2.462	5.509	2.339	2.319	2.339		2.594																																			
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	ENSG00000116106	ENSG00000108947	False	True	True	curated	False	0.132																									0.281						0.384	0.298	0.288																																																										0.269						0.373	0.286	0.277			0.158						0.262	0.175	0.166			0.191						0.295	0.208	0.199
CPI-SS0C090A257	CCL3_CCR5	simple:P10147	simple:P51681	ENSG00000277632	ENSG00000160791	True	False	True	curated	False	0.132					3.635																						3.741							5.221	4.983	5.409	4.942	5.716	5.616	5.181	3.832						3.755		4.062	3.962																			3.579		3.886											3.655																																							
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	ENSG00000106123	ENSG00000090776	True	True	False	curated	False	0.14																							0.31	0.297	0.311	0.257	0.295	0.301	0.278				0.252																																													0.235	0.223	0.237	0.183	0.221	0.227	0.203				0.177														0.161																			
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	ENSG00000275302	ENSG00000139514	True	False	True	IMEx,IntAct	False	0.14		0.556																																0.67	0.755	0.617		0.583	0.581	0.652	0.571			0.507	0.752	0.837	0.699		0.666	0.663	0.734	0.653			0.589																																																																		
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	ENSG00000110492	ENSG00000106278	True	False	False	curated	False	0.149																																																																																0.46						0.926	7.474	6.477														0.996	0.673			0.688	0.806	1.462	8.01	7.013			1.156	0.833			0.848	0.967	1.622	8.17	7.173
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	ENSG00000198719	ENSG00000148400	False	False	True	curated	False	0.149																																																																																																				0.305	0.242	0.278	0.287	0.267	0.286	0.253	0.65			0.296	0.336	0.273	0.309	0.318	0.298	0.317	0.285	0.681			0.327
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	ENSG00000197461	ENSG00000134853	True	False	True	curated	False	0.149																					2.201	2.708										2.285	2.792										2.234	2.741										2.209	2.716										2.182	2.689										2.191	2.698										2.252	2.759										3.159	3.666																					2.205	2.712
CPI-SS08A54963F	EFNA2_EPHA2	simple:O43921	simple:P29317	ENSG00000099617	ENSG00000142627	False	False	True	curated	False	0.149																																																																																									0.204	0.196	0.177		0.185	0.204	0.179					0.172	0.164	0.145		0.154	0.172	0.148					0.186	0.178	0.159		0.167	0.186	0.162				
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	ENSG00000110492	ENSG00000137642	True	False	True	InnateDB-All	False	0.149																																																																															0.152	0.208	0.244			0.179																0.664	0.688	0.743	0.78	0.665		0.715	0.662				0.824	0.848	0.904	0.94	0.825		0.875	0.822			
CPI-SS076D8415B	CCL3_IDE	simple:P10147	simple:P14735	ENSG00000277632	ENSG00000119912	True	False	True	IMEx,InnateDB-All,MINT	False	0.149																								1.038										2.922	3.014	2.873	2.76	2.827	2.782	2.754	2.88	2.69	2.675	2.75	1.268	1.36	1.218		1.173			1.226																1.184																																																					
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	ENSG00000110492	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	0.157																																																																														4.16	3.655	3.718	4.301	3.721																		4.696	4.191	4.254	4.837	4.257	4.013	3.764					4.856	4.351	4.414	4.997	4.417	4.173	3.924				
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	ENSG00000134250	ENSG00000184916	False	True	False	curated	False	0.157		0.316	0.461					0.325						0.412											0.409										0.376	0.521					0.385					0.279	0.424										0.297	0.442					0.306					0.282	0.427					0.291					0.576	0.721					0.585																																				
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	ENSG00000148400	ENSG00000090932	False	True	False	curated	False	0.157										0.39	0.324										0.327	0.261										0.363	0.296										0.372	0.306										0.352	0.285										0.371	0.304										0.338	0.272										0.735	0.669																					0.277											0.381	0.314
CPI-CS0288D901D	ACVR_1A2B receptor_BMP7	complex:ACVR_1A2B receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.165										0.283	0.385										0.304	0.407										0.324	0.426										0.298	0.401										0.294	0.396										0.284	0.387										0.26	0.362										0.368	0.471										0.297	0.4																					0.269	0.372
CPI-CS048465560	ACVR_1A2B receptor_INHBB	complex:ACVR_1A2B receptor	simple:P09529		ENSG00000163083	True	True	False	curated	False	0.165										0.128	0.142										0.149	0.164										0.169	0.183										0.143	0.157										0.139	0.153										0.129	0.143										0.105	0.119										0.213	0.227										0.142	0.156																					0.114	0.128
CPI-CS0C99F8D96	BMR1A_AVR2B_BMP7	complex:BMR1A_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.165										0.283	0.385										0.304	0.407										0.324	0.426										0.298	0.401										0.294	0.396										0.284	0.387										0.26	0.362										0.368	0.471										0.297	0.4																					0.269	0.372
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	ENSG00000277632	ENSG00000163823	True	False	True	curated	False	0.174								3.821											3.687											3.927				3.203	3.181	3.181	2.788	3.276	3.26	3.245	5.902				1.548	1.527	1.527		1.622	1.606	1.591	4.248											3.848											4.072											3.841																																				
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	ENSG00000196189	ENSG00000004399	False	False	True	curated	False	0.174														0.261	0.183				0.46						0.28	0.202				0.479						0.281	0.203				0.48						0.25	0.172				0.449																	0.257	0.179				0.456						0.856	0.778				1.056						0.327	0.249				0.526																									
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	ENSG00000232810	ENSG00000168758	True	False	True	InnateDB-All	False	0.174	0.516	0.521	0.469	0.459	0.479	0.458	0.496					0.459	0.464			0.421		0.439					0.454	0.459	0.406	0.397	0.416		0.434																											0.475	0.481			0.438		0.455																																																											
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	ENSG00000232810	ENSG00000067182	True	False	True	curated	False	0.174	1.101			1.375	0.98	1.092	1.074	1.624				1.044			1.318		1.035	1.017	1.567				1.039			1.313		1.03	1.012	1.562																										1.06			1.334		1.051	1.033	1.584																																																										
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000232810	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.174		0.608	0.535	0.66	0.549		0.559	1.106					0.55	0.478	0.603	0.492			1.049					0.545	0.473	0.598	0.487		0.496	1.044																											0.567		0.62	0.509			1.065																																																										
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	ENSG00000232810	ENSG00000173402	True	False	True	InnateDB-All	False	0.174	0.447	0.549	0.441	0.445	0.418	0.411		0.558			0.549		0.492	0.384					0.5			0.492	0.385	0.487	0.379					0.495			0.487																								0.508	0.4					0.517			0.509																																																							
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	ENSG00000017427	ENSG00000140443	True	False	True	curated	False	0.182																																		5.304	5.414	5.459	5.538	5.317	5.226	5.273	5.588	5.163	5.122	5.152																																		4.187	4.296	4.341	4.42	4.2	4.108	4.156	4.47	4.045	4.004	4.034																																	
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.182										0.409	0.512										0.424	0.527										0.385	0.487										0.396	0.498										0.367	0.47										0.399	0.502										0.351	0.454										0.461	0.563										0.262	0.365										0.272	0.375										0.32	0.423
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	ENSG00000170075	ENSG00000197746	True	True	False	guidetopharmacology.org	False	0.19																																																																																									10.172	10.112	9.686	17.211	10.703	9.523	11.135	10.351				10.196	10.136	9.71	17.235	10.727	9.547	11.159	10.375				9.809	9.749	9.322	16.848	10.339		10.772	9.987			
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	ENSG00000168961	ENSG00000011028	True	False	True	InnateDB-All	False	0.19	0.946	0.956																																1.0	1.01										1.041	1.051	0.969		0.941	0.94						0.994	1.004										2.497	2.507	2.425		2.396	2.396		2.403				1.298	1.308	1.226		1.197	1.197		1.204																																				
CPI-SS0FF6CFDCA	ADORA3_ENTPD1	simple:P0DMS8	simple:P49961	ENSG00000282608	ENSG00000138185	False	True	False	curated	False	0.19				2.417	1.94										2.457	1.98										2.408	1.93							2.039	2.039	2.049	2.632	2.154	2.055		2.047							2.459	1.981									1.892	2.475	1.997								1.921	1.931	2.515	2.037										2.163																																								
CPI-SS03B8E2D7A	TNF_ICOS	simple:P01375	simple:Q9Y6W8	ENSG00000232810	ENSG00000163600	True	False	True	InnateDB-All	False	0.198	0.203	0.211	0.215	0.255	0.206	0.201	0.215						0.154	0.158	0.198	0.149	0.144	0.158					0.14	0.149	0.153	0.193	0.143	0.139	0.153																												0.17	0.174	0.215			0.174																																																											
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	ENSG00000273079	ENSG00000172349	True	True	False	I2D	False	0.198				0.815				0.968							0.799				0.952				1.222	1.255	1.285	1.54	1.287	1.238	1.183	1.693							0.832				0.985							0.811				0.964							0.822				0.975							0.852				1.005						0.663	0.917	0.664			1.07																																				
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	ENSG00000166086		True	False	False	curated	True	0.198																																																																																									1.514	1.403	1.402	1.562	1.448	1.401	1.424	1.408				0.988	0.877	0.876	1.036	0.922	0.875	0.897	0.881				0.933	0.822	0.821	0.982	0.867	0.821	0.843	0.827			
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	ENSG00000184371	ENSG00000198053	True	False	True	I2D	False	0.198				8.228	5.737										8.306	5.815										8.286	5.795							6.081	6.244	6.122	9.504	7.012	5.776	6.326	6.814							8.345	5.854										8.257	5.765										8.396	5.904										8.268	5.776										8.153	5.661																												
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	ENSG00000232810	ENSG00000028137	True	False	True	curated	False	0.198	0.694	0.646	0.613	0.794	0.633	0.658	0.68	0.813				0.637			0.737		0.601	0.623	0.756				0.632			0.732	0.571	0.596	0.618	0.751																										0.654			0.753		0.617	0.639	0.772																																																										
CPI-SS09C06644C	CADM3_CADM1	simple:Q8N126	simple:Q9BY67	ENSG00000162706	ENSG00000182985	False	False	False	curated	False	0.198																							1.03	0.76	0.811	1.328			0.743		2.086		0.778																																																								1.129	0.858	0.909	1.426	0.769	0.809	0.842		2.184		0.876	0.977		0.758	1.275					2.033			0.952		0.732	1.249					2.007		
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	ENSG00000030582	ENSG00000134243	True	False	True	IMEx,InnateDB-All,MINT	False	0.198																																		17.789	17.755	17.783	17.87	17.763	17.808	17.652	17.589																										12.192	12.158	12.186	12.273	12.165	12.211	12.055	11.991				13.153	13.119	13.146	13.233	13.126	13.172	13.015	12.952																																				
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	ENSG00000168961	ENSG00000152894	True	False	True	InnateDB-All	False	0.198			1.039					1.145						1.018					1.124						1.035					1.141						1.093					1.199						1.134				0.92	1.24		0.924				1.087					1.193						2.589				2.375	2.695		2.38	2.419			1.39				1.176	1.496		1.181	1.22																																	
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	ENSG00000028137	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.198				17.929			12.332	13.292							17.88			12.283	13.244							17.847			12.25	13.211							18.029			12.432	13.392							17.867			12.27	13.231							17.893			12.296	13.256							17.915			12.318	13.278							18.048			12.451	13.411																																				
CPI-SC02E74AFA5	MMP2_aVb3 complex	simple:P08253	complex:aVb3 complex	ENSG00000087245		True	False	False	curated	True	0.198	0.193	0.196	0.19	0.255	0.196							0.2	0.203	0.197	0.261	0.202							0.183	0.187	0.181	0.245	0.186																		0.187	0.19	0.184	0.248	0.189																		0.195	0.198		0.257	0.198																																																		
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	ENSG00000148400	ENSG00000184916	False	True	False	curated	False	0.198		0.32	0.465					0.329						0.402										0.292	0.438					0.301					0.302	0.447					0.311					0.282	0.427					0.291					0.301	0.446					0.309						0.414										0.665	0.81					0.674																	0.353										0.311	0.456					0.32			
CPI-SC062D34C2A	VCAM1_a9b1 complex	simple:P19320	complex:a9b1 complex	ENSG00000162692		False	False	False	curated	True	0.198																																																																														0.432	0.412	0.429	0.392	0.49	0.462	0.424	0.696															0.721	0.701	0.718	0.681	0.779	0.751	0.713	0.985				0.839	0.819	0.837	0.799	0.897	0.87	0.831	1.103			
CPI-SS002DF6C31	LGALS9_SLC1A5	simple:O00182	simple:Q15758	ENSG00000168961	ENSG00000105281	True	False	True	I2D,InnateDB-All	False	0.207		1.004											0.983											1.0											1.058										0.956	1.099	0.951		0.963	0.957	0.962						1.052										2.411	2.554	2.406		2.419	2.413	2.418	2.395				1.212	1.355	1.207		1.22	1.214	1.219	1.196																																				
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	ENSG00000077782	ENSG00000149294	True	True	True	curated	False	0.215																																																																														0.298	0.298	1.108	0.313	0.296	0.309	0.333	0.441	1.761	0.886	1.056														0.994					0.327	1.647	0.772	0.943	0.229		1.039	0.244	0.227	0.24	0.264	0.372	1.692	0.817	0.987
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	ENSG00000167601	ENSG00000183087	True	True	False	guidetopharmacology.org	False	0.215				6.968	5.752			10.593							6.958	5.741			10.583							6.96	5.743			10.585							7.069	5.852			10.694							6.966	5.75			10.591							6.955	5.739			10.58					5.382	5.272	7.434	6.218			11.059							7.056	5.84			10.681																																				
CPI-SS0822AEF5F	PTPRC_MRC1	simple:P08575	simple:P22897	ENSG00000081237	ENSG00000260314	False	False	True	curated	False	0.215	9.789	7.466				9.591		42.047				9.309					9.111		41.567				9.101					8.903		41.359				9.17					8.972		41.428				9.188					8.989		41.446				9.143					8.945		41.401				9.341					9.143		41.599				9.713	7.389				9.514		41.97																																				
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	ENSG00000168961	ENSG00000137642	True	False	True	InnateDB-All	False	0.223				0.937																																0.954	0.991			0.926					0.916	0.94	0.995	1.032	0.917		0.967							0.948	0.985			0.92					2.371	2.395	2.451	2.488	2.373		2.422	2.369				1.172	1.197	1.252	1.289	1.174		1.224	1.17																																				
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	ENSG00000168961	ENSG00000135077	True	False	True	curated	False	0.223				1.592											1.571											1.588								1.334			1.645								1.375			1.687	1.373	1.379	1.373					1.328			1.639								2.831	2.732	2.751	3.142	2.828	2.835	2.828	2.625				1.632	1.533	1.552	1.943	1.629	1.636	1.629																																					
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	ENSG00000167601	ENSG00000134470	True	True	True	I2D	False	0.223							0.211											0.2											0.202					0.242	0.269	0.247		0.251	0.247	0.311	0.253					0.167					0.209											0.198					0.607	0.634	0.612		0.617	0.612	0.676	0.618				0.23	0.257	0.235		0.239	0.235	0.299	0.241																																				
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000232810	ENSG00000148400	True	False	True	I2D	False	0.231	0.379	0.316	0.352	0.361	0.341	0.36	0.328	0.724			0.37	0.322		0.295	0.304	0.284	0.303		0.667			0.313	0.317		0.289	0.299	0.279	0.298		0.662			0.308																							0.339			0.321		0.319		0.684			0.329																																																							
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	ENSG00000153208	ENSG00000183087	True	True	False	guidetopharmacology.org	False	0.24				7.716	6.5			11.342						6.027	8.19	6.973			11.815							7.963	6.747			11.588					6.87	6.76	8.923	7.706			12.548							8.07	6.853			11.695							7.628	6.411			11.253						5.928	8.091	6.874			11.716						5.924	8.086	6.87			11.711																																				
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	ENSG00000070018	ENSG00000217555	True	True	False	IMEx,IntAct	False	0.248	1.399	1.231						1.236				1.347											1.392	1.224						1.228				1.485	1.317	1.204	1.193	1.182	1.203		1.322				1.37	1.202										1.425	1.257	1.144					1.262				1.354											3.76	3.591	3.479	3.467	3.456	3.477	3.369	3.596			2.901																																	
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	ENSG00000154721	ENSG00000166086	True	False	False	curated	False	0.248									0.926	0.4	0.346									0.94	0.414	0.359									0.941	0.415	0.36									1.023	0.496	0.442									0.946	0.419	0.365									0.922	0.395	0.341									0.878	0.352	0.298																				1.061	0.535	0.481									1.036	0.51	0.456									1.068	0.541	0.487
CPI-SC0B6D68FD5	ICAM1_aMb2 complex	simple:P05362	complex:aMb2 complex	ENSG00000090339		False	True	False	curated	True	0.256	1.095			1.144								1.19	1.079	1.078	1.238	1.124	1.077	1.099	1.083				1.093			1.142	1.027		1.003					1.166			1.214	1.1	1.053	1.076	1.06				1.161		1.049	1.21	1.095	1.049	1.071	1.055							1.123								1.107			1.155			1.017																																																
CPI-CS0E661878B	LIFR_OSM	complex:LIFR	simple:P13725		ENSG00000099985	True	True	False	curated	False	0.256	0.228			0.242	0.244	0.231		0.252															0.222			0.236	0.238			0.246							0.22	0.223			0.23							0.228	0.23			0.238				0.235			0.249	0.252	0.239		0.259				0.229			0.243	0.246	0.233		0.253				0.58			0.594	0.596	0.583	0.588	0.604																																				
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	ENSG00000154639	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.264																							0.586	0.602	0.519	0.494	0.46	0.465	0.509	0.661	1.403		0.443																																																																			0.599	0.615	0.532	0.507	0.474	0.478	0.522	0.674	1.416	0.465	0.456	0.669	0.685	0.602	0.577	0.543	0.548	0.592	0.744	1.486	0.535	0.526
CPI-SS0A9E884E0	CD200_CD200R1	simple:P41217	simple:Q8TD46	ENSG00000091972	ENSG00000163606	True	False	True	curated	False	0.264																							0.18	0.174	0.196	0.303	0.209	0.195	0.177	0.975																																																											0.214	0.208	0.23	0.337	0.243	0.229	0.211	1.009				0.308	0.302	0.323	0.431	0.337	0.323	0.304	1.103				0.262	0.256	0.277	0.385	0.291	0.277	0.259	1.057			
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	ENSG00000067182	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.264				18.336			12.739	13.699							18.142			12.545	13.505							18.153			12.556	13.517							18.61	10.408		13.013	13.973							18.214			12.617	13.578							18.327			12.73	13.69							18.308			12.711	13.672							18.859	10.657		13.262	14.222																		17.521			11.924	12.885							17.476			11.879	12.84			
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	ENSG00000116106	ENSG00000090776	False	True	False	curated	False	0.264																							0.327	0.315	0.329	0.275	0.313	0.319	0.295				0.269																																																								0.315	0.303	0.317	0.263	0.301	0.307	0.284				0.257	0.204	0.192	0.206	0.152	0.19	0.196	0.173				0.146	0.237	0.225	0.239	0.185	0.223	0.229	0.206				0.179
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	ENSG00000100311	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	0.273	4.585	4.08	4.143	4.726	4.146							4.339		3.897	4.481	3.9							4.407	3.902	3.964	4.548	3.968							4.393		3.951	4.534	3.954							4.383		3.941	4.525	3.944							4.416	3.912	3.974	4.557	3.977							4.356		3.914	4.497	3.917							4.267			4.408																																								
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	ENSG00000184500	ENSG00000167601	True	False	True	guidetopharmacology.org	False	0.273	1.761	1.751	1.753	1.862	1.759	1.748	2.227	1.849							1.668			2.033	1.656										1.892					2.208	2.197	2.199	2.308	2.205	2.195	2.673	2.296							1.589			1.955	1.577				1.608	1.598	1.6	1.708	1.606	1.595	2.074	1.696										1.693											1.718																																					
CPI-SS077B160B9	IL15_IL15RA	simple:P40933	simple:Q13261	ENSG00000164136	ENSG00000134470	True	False	True	guidetopharmacology.org	False	0.273							0.2	0.142					0.15					0.192											0.188					0.204	0.231	0.209		0.213	0.209	0.273	0.215					0.158					0.2						0.174	0.152		0.156		0.216	0.158				0.147	0.174	0.152		0.156	0.152	0.216	0.158				0.252	0.279	0.257		0.261	0.257	0.321	0.263																																				
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	ENSG00000105329		True	False	True	curated	False	0.273	2.89	2.875	2.855	2.839	2.857	2.852	2.903	2.82				2.934	2.919	2.9	2.884	2.902	2.897	2.947	2.864															3.37	3.354	3.335	3.319	3.337	3.332	3.382	3.299										2.677																											3.682	3.667	3.647	3.631	3.649	3.644	3.695	3.611																																				
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	ENSG00000185896	ENSG00000196937	True	True	False	InnateDB-All	False	0.281																																		23.522	23.538	23.454	23.43	23.396	23.4	23.445	23.597	24.339	23.388	23.378	12.49	12.507	12.423	12.398	12.365	12.369	12.413	12.566	13.308	12.356	12.347																				12.586			15.28	15.297	15.213	15.188	15.155	15.159	15.203	15.356	16.098	15.146	15.137																																	
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	ENSG00000154721		False	False	False	curated	True	0.281				0.236			0.208	1.133							0.25			0.221	1.147				0.204			0.251			0.222	1.148				0.286			0.333			0.304	1.23				0.209			0.256			0.227	1.153							0.232			0.203	1.129											1.085															0.324			0.372			0.343	1.269				0.299			0.347			0.318	1.244				0.331			0.378			0.349	1.275			
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ENSG00000169252	ENSG00000173511	True	True	False	InnateDB-All	False	0.289	1.464	1.474	1.412	2.041	1.438	1.505	1.503	1.79							1.72				1.47							1.814		1.278		1.563							1.653				1.403							1.792				1.541				1.293	1.303	1.241	1.87	1.267	1.334	1.332	1.619							1.691				1.441				1.584	1.595	1.533	2.162	1.559	1.626	1.624	1.911																																				
